role,department,employment_type,resource,dept_matches_resource,role_eligible_for_critical,resource_sensitivity,has_relevant_cert,project_assigned,employment_is_contractor,employment_is_intern,contract_duration_days,previously_approved_similar,label
Contractor,HR,Contractor,Admin Panel,0,0,4,0,1,1,0,180,1,DENY
QA Engineer,IT,Employee,Finance System,0,1,3,0,1,0,0,180,0,DENY
Product Manager,HR,Employee,GitHub Project Alpha,0,1,1,0,1,0,0,60,0,DENY
HR Specialist,HR,Contractor,Production Database,0,0,4,0,0,1,0,7,1,DENY
Contractor,IT,Intern,GitHub Project Alpha,0,1,1,1,1,0,1,30,0,DENY
Software Developer,IT,Employee,Development Server,0,1,2,1,0,0,0,30,0,DENY
Finance Analyst,Engineering,Employee,HR Database,0,1,3,1,1,0,0,60,0,DENY
Contractor,Engineering,Employee,HR Database,0,1,3,0,0,0,0,7,0,DENY
System Administrator,Engineering,Intern,Production Database,1,1,4,1,0,0,1,30,0,REVIEW
Contractor,HR,Employee,GitHub Project Alpha,0,1,1,1,1,0,0,90,0,DENY
QA Engineer,IT,Employee,Project Management System,1,1,1,0,0,0,0,14,0,ALLOW
Contractor,HR,Employee,Finance System,0,1,3,1,1,0,0,14,0,DENY
Software Developer,Product,Intern,Project Management System,1,1,1,0,0,0,1,7,0,REVIEW
DevOps Engineer,IT,Contractor,Development Server,0,1,2,0,1,1,0,180,0,DENY
QA Engineer,Product,Intern,Production Database,0,0,4,1,0,0,1,180,1,DENY
System Administrator,IT,Employee,Production Database,1,1,4,1,1,0,0,60,0,ALLOW
System Administrator,HR,Contractor,Finance System,0,1,3,1,0,1,0,7,1,DENY
System Administrator,Finance,Employee,HR Database,0,1,3,1,0,0,0,60,0,DENY
Product Manager,Finance,Employee,Production Database,0,0,4,1,1,0,0,30,0,DENY
Product Manager,Engineering,Contractor,Finance System,0,1,3,1,1,1,0,7,0,DENY
DevOps Engineer,Engineering,Contractor,Admin Panel,0,0,4,1,0,1,0,60,1,DENY
System Administrator,Finance,Contractor,Production Database,0,1,4,1,1,1,0,180,0,DENY
Product Manager,Finance,Intern,Development Server,0,1,2,1,0,0,1,180,1,DENY
Contractor,Engineering,Contractor,Admin Panel,0,0,4,1,1,1,0,90,1,DENY
Product Manager,HR,Employee,Admin Panel,0,0,4,0,0,0,0,7,1,DENY
HR Specialist,Engineering,Intern,GitHub Project Alpha,1,1,1,0,1,0,1,30,0,ALLOW
Contractor,Engineering,Intern,Project Management System,1,1,1,1,1,0,1,365,0,ALLOW
Product Manager,Engineering,Intern,Admin Panel,0,0,4,1,1,0,1,14,1,DENY
HR Specialist,HR,Intern,Project Management System,1,1,1,0,1,0,1,30,1,ALLOW
DevOps Engineer,IT,Employee,Finance System,0,1,3,1,1,0,0,180,0,DENY
System Administrator,Engineering,Intern,Project Management System,1,1,1,1,0,0,1,7,0,REVIEW
QA Engineer,IT,Employee,Development Server,0,1,2,1,1,0,0,30,0,DENY
DevOps Engineer,Finance,Employee,Project Management System,1,1,1,1,0,0,0,365,1,ALLOW
Software Developer,Engineering,Contractor,HR Database,0,1,3,0,0,1,0,90,0,DENY
System Administrator,Product,Employee,Admin Panel,0,1,4,0,0,0,0,90,0,DENY
Software Developer,IT,Employee,Admin Panel,1,0,4,1,0,0,0,365,1,DENY
Finance Analyst,IT,Intern,Admin Panel,1,0,4,1,0,0,1,365,0,DENY
HR Specialist,HR,Intern,Development Server,0,1,2,0,1,0,1,30,0,DENY
DevOps Engineer,Finance,Employee,Project Management System,1,1,1,0,1,0,0,180,0,ALLOW
HR Specialist,Finance,Contractor,Finance System,1,1,3,1,0,1,0,30,0,REVIEW
System Administrator,Product,Employee,HR Database,0,1,3,1,1,0,0,14,0,DENY
HR Specialist,IT,Contractor,Production Database,1,0,4,1,1,1,0,14,1,DENY
System Administrator,HR,Contractor,Finance System,0,1,3,0,1,1,0,60,0,DENY
System Administrator,IT,Employee,GitHub Project Alpha,0,1,1,0,1,0,0,60,0,DENY
HR Specialist,Product,Intern,Project Management System,1,1,1,0,0,0,1,60,0,REVIEW
DevOps Engineer,Engineering,Employee,HR Database,0,1,3,0,0,0,0,90,0,DENY
Finance Analyst,Finance,Employee,HR Database,0,1,3,1,0,0,0,365,1,DENY
QA Engineer,HR,Contractor,Project Management System,1,1,1,0,1,1,0,365,0,ALLOW
System Administrator,Product,Intern,Admin Panel,0,1,4,1,1,0,1,7,0,DENY
Finance Analyst,HR,Employee,HR Database,1,1,3,1,0,0,0,14,0,REVIEW
Finance Analyst,Engineering,Contractor,Project Management System,1,1,1,0,0,1,0,14,0,ALLOW
DevOps Engineer,Product,Intern,Finance System,0,1,3,1,0,0,1,365,1,DENY
Product Manager,Finance,Intern,Production Database,0,0,4,1,0,0,1,7,0,DENY
System Administrator,Finance,Contractor,Development Server,0,1,2,0,0,1,0,60,0,DENY
Product Manager,Product,Intern,Project Management System,1,1,1,0,1,0,1,180,0,ALLOW
HR Specialist,HR,Contractor,Development Server,0,1,2,1,1,1,0,90,0,DENY
Product Manager,HR,Intern,Development Server,0,1,2,0,0,0,1,365,1,DENY
HR Specialist,Engineering,Contractor,HR Database,0,1,3,1,0,1,0,60,1,DENY
System Administrator,Engineering,Employee,Admin Panel,0,1,4,1,1,0,0,30,1,DENY
HR Specialist,HR,Employee,Project Management System,1,1,1,1,0,0,0,14,0,ALLOW
System Administrator,IT,Contractor,Admin Panel,1,1,4,0,1,1,0,180,0,REVIEW
Product Manager,IT,Intern,Development Server,0,1,2,1,1,0,1,30,0,DENY
Contractor,Finance,Employee,Finance System,1,1,3,1,0,0,0,7,0,REVIEW
Software Developer,Engineering,Employee,Finance System,0,1,3,1,1,0,0,365,0,DENY
Product Manager,Engineering,Contractor,Project Management System,1,1,1,1,1,1,0,60,0,ALLOW
DevOps Engineer,HR,Contractor,Production Database,0,1,4,1,1,1,0,90,1,DENY
HR Specialist,HR,Contractor,Finance System,0,1,3,0,0,1,0,90,0,DENY
QA Engineer,Finance,Contractor,HR Database,0,1,3,0,0,1,0,60,0,DENY
QA Engineer,HR,Intern,Finance System,0,1,3,0,1,0,1,7,1,DENY
Product Manager,Engineering,Contractor,Development Server,1,1,2,1,0,1,0,30,0,REVIEW
HR Specialist,IT,Intern,Finance System,0,1,3,1,1,0,1,365,0,DENY
QA Engineer,IT,Employee,Admin Panel,1,0,4,0,1,0,0,30,1,DENY
HR Specialist,Finance,Employee,Admin Panel,0,0,4,0,1,0,0,180,0,DENY
DevOps Engineer,IT,Employee,Finance System,0,1,3,0,0,0,0,90,0,DENY
Contractor,HR,Intern,Admin Panel,0,0,4,0,1,0,1,90,0,DENY
System Administrator,Engineering,Contractor,Development Server,1,1,2,0,1,1,0,30,0,ALLOW
Software Developer,Engineering,Intern,Development Server,1,1,2,0,1,0,1,30,0,ALLOW
System Administrator,Engineering,Intern,Finance System,0,1,3,0,1,0,1,365,1,DENY
Product Manager,Product,Contractor,Project Management System,1,1,1,0,1,1,0,60,0,ALLOW
DevOps Engineer,Product,Intern,Production Database,0,1,4,0,1,0,1,60,0,DENY
DevOps Engineer,IT,Intern,Admin Panel,1,0,4,1,0,0,1,30,0,DENY
QA Engineer,HR,Intern,GitHub Project Alpha,0,1,1,1,1,0,1,7,0,DENY
Finance Analyst,HR,Employee,HR Database,1,1,3,0,1,0,0,60,1,ALLOW
Finance Analyst,HR,Intern,GitHub Project Alpha,0,1,1,1,0,0,1,7,0,DENY
DevOps Engineer,Finance,Employee,HR Database,0,1,3,0,1,0,0,7,1,DENY
QA Engineer,Engineering,Contractor,Production Database,1,0,4,1,1,1,0,180,0,DENY
Contractor,Engineering,Employee,Admin Panel,0,0,4,1,1,0,0,180,1,DENY
DevOps Engineer,HR,Intern,HR Database,1,1,3,0,1,0,1,60,0,REVIEW
HR Specialist,IT,Employee,Admin Panel,1,0,4,0,1,0,0,60,0,DENY
System Administrator,Engineering,Contractor,Development Server,1,1,2,1,0,1,0,60,1,ALLOW
Product Manager,Product,Employee,GitHub Project Alpha,1,1,1,1,1,0,0,180,0,ALLOW
HR Specialist,HR,Contractor,Production Database,0,0,4,1,1,1,0,180,0,DENY
System Administrator,IT,Employee,Finance System,0,1,3,1,1,0,0,365,0,DENY
HR Specialist,Engineering,Employee,Project Management System,1,1,1,1,0,0,0,90,1,ALLOW
QA Engineer,HR,Contractor,GitHub Project Alpha,0,1,1,1,0,1,0,14,0,DENY
DevOps Engineer,IT,Contractor,Production Database,1,1,4,1,0,1,0,365,0,REVIEW
HR Specialist,Finance,Contractor,Project Management System,1,1,1,0,0,1,0,180,1,ALLOW
DevOps Engineer,HR,Intern,Finance System,0,1,3,0,1,0,1,30,1,DENY
Finance Analyst,IT,Contractor,Development Server,0,1,2,1,1,1,0,90,0,DENY
Contractor,IT,Contractor,Finance System,0,1,3,1,1,1,0,14,0,DENY
DevOps Engineer,Engineering,Contractor,Admin Panel,0,0,4,1,1,1,0,7,0,DENY
QA Engineer,Finance,Employee,Development Server,0,1,2,0,0,0,0,60,0,DENY
Finance Analyst,HR,Intern,Development Server,0,1,2,1,1,0,1,180,0,DENY
Software Developer,Engineering,Contractor,Admin Panel,0,0,4,0,0,1,0,7,0,DENY
Contractor,Product,Employee,Project Management System,1,1,1,1,0,0,0,365,1,ALLOW
System Administrator,Finance,Contractor,Development Server,0,1,2,1,0,1,0,30,0,DENY
Finance Analyst,Finance,Employee,Production Database,0,0,4,1,0,0,0,30,0,DENY
Software Developer,Engineering,Intern,Finance System,0,1,3,1,0,0,1,7,1,DENY
DevOps Engineer,HR,Contractor,Project Management System,1,1,1,1,1,1,0,365,1,ALLOW
Finance Analyst,HR,Contractor,Finance System,0,1,3,1,0,1,0,365,1,DENY
DevOps Engineer,Finance,Intern,Project Management System,1,1,1,1,0,0,1,7,0,REVIEW
Contractor,IT,Intern,Production Database,1,0,4,0,1,0,1,7,1,DENY
Contractor,Product,Contractor,GitHub Project Alpha,1,1,1,0,1,1,0,60,1,ALLOW
Product Manager,IT,Employee,Admin Panel,1,0,4,0,1,0,0,14,1,DENY
System Administrator,Finance,Employee,Project Management System,1,1,1,0,0,0,0,180,1,ALLOW
HR Specialist,IT,Intern,Project Management System,1,1,1,1,1,0,1,90,0,ALLOW
Product Manager,Finance,Employee,Development Server,0,1,2,0,1,0,0,30,0,DENY
System Administrator,IT,Contractor,GitHub Project Alpha,0,1,1,0,1,1,0,90,1,DENY
HR Specialist,Finance,Intern,Admin Panel,0,0,4,1,0,0,1,365,0,DENY
System Administrator,Finance,Employee,Project Management System,1,1,1,1,1,0,0,90,0,ALLOW
System Administrator,HR,Intern,Admin Panel,0,1,4,0,1,0,1,14,0,DENY
DevOps Engineer,HR,Contractor,Admin Panel,0,0,4,0,1,1,0,14,0,DENY
Software Developer,IT,Employee,GitHub Project Alpha,0,1,1,1,1,0,0,365,0,DENY
DevOps Engineer,IT,Contractor,Finance System,0,1,3,1,1,1,0,365,0,DENY
Finance Analyst,HR,Intern,Admin Panel,0,0,4,0,0,0,1,60,0,DENY
Contractor,Finance,Employee,GitHub Project Alpha,0,1,1,0,1,0,0,60,0,DENY
Software Developer,HR,Contractor,Development Server,0,1,2,1,0,1,0,60,0,DENY
Product Manager,IT,Employee,Production Database,1,0,4,1,1,0,0,365,0,DENY
Contractor,HR,Intern,Production Database,0,0,4,0,1,0,1,60,0,DENY
Finance Analyst,Finance,Contractor,Finance System,1,1,3,0,0,1,0,7,1,ALLOW
Software Developer,HR,Employee,HR Database,1,1,3,1,1,0,0,365,0,ALLOW
QA Engineer,Product,Intern,HR Database,0,1,3,1,0,0,1,7,1,DENY
Product Manager,Engineering,Intern,HR Database,0,1,3,0,0,0,1,14,0,DENY
Finance Analyst,Finance,Contractor,GitHub Project Alpha,0,1,1,1,1,1,0,180,1,DENY
HR Specialist,HR,Employee,Production Database,0,0,4,1,1,0,0,60,0,DENY
Finance Analyst,HR,Contractor,Development Server,0,1,2,1,1,1,0,180,0,DENY
Software Developer,Finance,Employee,Finance System,1,1,3,1,0,0,0,90,0,REVIEW
Product Manager,HR,Intern,Project Management System,1,1,1,1,0,0,1,7,0,REVIEW
Contractor,Finance,Contractor,GitHub Project Alpha,0,1,1,0,1,1,0,90,0,DENY
Finance Analyst,Engineering,Intern,Admin Panel,0,0,4,0,0,0,1,90,1,DENY
System Administrator,IT,Intern,Admin Panel,1,1,4,0,1,0,1,14,1,REVIEW
System Administrator,IT,Intern,HR Database,0,1,3,1,0,0,1,60,0,DENY
DevOps Engineer,Product,Contractor,Production Database,0,1,4,1,1,1,0,90,1,DENY
Product Manager,Engineering,Contractor,Project Management System,1,1,1,1,1,1,0,365,0,ALLOW
QA Engineer,Product,Intern,GitHub Project Alpha,1,1,1,0,0,0,1,60,0,REVIEW
System Administrator,Engineering,Intern,Project Management System,1,1,1,0,0,0,1,90,1,REVIEW
Contractor,Engineering,Intern,Production Database,1,0,4,0,1,0,1,30,0,DENY
Finance Analyst,IT,Employee,Development Server,0,1,2,1,1,0,0,30,0,DENY
Finance Analyst,Product,Intern,Admin Panel,0,0,4,0,1,0,1,7,1,DENY
Software Developer,IT,Contractor,Production Database,1,0,4,1,1,1,0,365,1,DENY
HR Specialist,HR,Intern,Finance System,0,1,3,0,1,0,1,14,1,DENY
Software Developer,Engineering,Contractor,Development Server,1,1,2,1,0,1,0,7,0,REVIEW
Software Developer,Engineering,Contractor,Finance System,0,1,3,1,1,1,0,7,1,DENY
Finance Analyst,Product,Employee,HR Database,0,1,3,1,1,0,0,180,0,DENY
Finance Analyst,Product,Intern,Admin Panel,0,0,4,0,0,0,1,14,0,DENY
Product Manager,IT,Employee,Development Server,0,1,2,0,1,0,0,180,0,DENY
Contractor,HR,Intern,Production Database,0,0,4,0,0,0,1,180,0,DENY
System Administrator,HR,Contractor,Admin Panel,0,1,4,0,0,1,0,30,1,DENY
Software Developer,Engineering,Intern,Production Database,1,0,4,0,0,0,1,30,0,DENY
HR Specialist,Product,Employee,Project Management System,1,1,1,0,1,0,0,30,0,ALLOW
Product Manager,Product,Contractor,Development Server,0,1,2,0,1,1,0,60,1,DENY
HR Specialist,Product,Contractor,Project Management System,1,1,1,0,0,1,0,365,0,ALLOW
HR Specialist,Product,Employee,Admin Panel,0,0,4,0,1,0,0,14,0,DENY
Finance Analyst,IT,Contractor,Finance System,0,1,3,1,1,1,0,30,0,DENY
DevOps Engineer,IT,Employee,HR Database,0,1,3,1,0,0,0,7,0,DENY
QA Engineer,Product,Employee,Admin Panel,0,0,4,0,0,0,0,90,0,DENY
System Administrator,HR,Intern,Admin Panel,0,1,4,0,1,0,1,30,0,DENY
Finance Analyst,IT,Employee,Development Server,0,1,2,0,0,0,0,14,0,DENY
Contractor,IT,Employee,GitHub Project Alpha,0,1,1,0,1,0,0,30,0,DENY
Finance Analyst,HR,Employee,Production Database,0,0,4,0,0,0,0,365,0,DENY
Software Developer,Engineering,Contractor,GitHub Project Alpha,1,1,1,1,0,1,0,365,1,ALLOW
Product Manager,Finance,Intern,Finance System,1,1,3,1,1,0,1,14,1,REVIEW
HR Specialist,Finance,Intern,Admin Panel,0,0,4,1,1,0,1,90,0,DENY
DevOps Engineer,Engineering,Contractor,Development Server,1,1,2,1,0,1,0,180,1,ALLOW
Finance Analyst,IT,Employee,GitHub Project Alpha,0,1,1,1,0,0,0,60,0,DENY
DevOps Engineer,Product,Contractor,GitHub Project Alpha,1,1,1,0,0,1,0,30,0,ALLOW
DevOps Engineer,Engineering,Intern,Finance System,0,1,3,1,1,0,1,365,1,DENY
QA Engineer,Product,Contractor,Project Management System,1,1,1,1,0,1,0,30,0,ALLOW
HR Specialist,IT,Employee,Admin Panel,1,0,4,1,1,0,0,365,0,DENY
Contractor,Finance,Employee,Admin Panel,0,0,4,0,1,0,0,90,0,DENY
Finance Analyst,IT,Contractor,Admin Panel,1,0,4,1,0,1,0,365,0,DENY
HR Specialist,IT,Employee,Development Server,0,1,2,1,1,0,0,60,1,DENY
Contractor,Finance,Contractor,Finance System,1,1,3,0,0,1,0,180,0,REVIEW
QA Engineer,Engineering,Employee,Admin Panel,0,0,4,0,0,0,0,90,1,DENY
Finance Analyst,Engineering,Contractor,Development Server,1,1,2,1,0,1,0,60,0,REVIEW
Finance Analyst,Product,Contractor,Finance System,0,1,3,1,0,1,0,30,1,DENY
Finance Analyst,Finance,Intern,Admin Panel,0,0,4,1,0,0,1,30,0,DENY
Contractor,Finance,Contractor,Project Management System,1,1,1,0,1,1,0,180,1,ALLOW
Finance Analyst,Product,Contractor,GitHub Project Alpha,1,1,1,1,0,1,0,180,0,ALLOW
Finance Analyst,IT,Intern,GitHub Project Alpha,0,1,1,1,0,0,1,14,0,DENY
HR Specialist,IT,Employee,GitHub Project Alpha,0,1,1,0,1,0,0,30,0,DENY
DevOps Engineer,Product,Contractor,Production Database,0,1,4,0,1,1,0,14,0,DENY
Product Manager,Finance,Intern,Finance System,1,1,3,1,1,0,1,7,0,REVIEW
Product Manager,IT,Intern,Development Server,0,1,2,1,1,0,1,30,1,DENY
System Administrator,Product,Intern,HR Database,0,1,3,1,1,0,1,60,0,DENY
QA Engineer,Product,Employee,Admin Panel,0,0,4,0,0,0,0,60,0,DENY
HR Specialist,Engineering,Employee,GitHub Project Alpha,1,1,1,1,1,0,0,90,0,ALLOW
QA Engineer,IT,Intern,Project Management System,1,1,1,1,1,0,1,60,0,ALLOW
Software Developer,Finance,Employee,GitHub Project Alpha,0,1,1,1,1,0,0,365,1,DENY
System Administrator,Engineering,Intern,Project Management System,1,1,1,0,0,0,1,180,0,REVIEW
HR Specialist,Product,Intern,Development Server,0,1,2,0,1,0,1,30,1,DENY
DevOps Engineer,IT,Contractor,Admin Panel,1,0,4,0,1,1,0,7,1,DENY
QA Engineer,Product,Contractor,Production Database,0,0,4,0,0,1,0,90,0,DENY
System Administrator,Finance,Contractor,Admin Panel,0,1,4,1,0,1,0,90,0,DENY
Software Developer,Engineering,Intern,Development Server,1,1,2,1,0,0,1,365,0,REVIEW
HR Specialist,HR,Employee,GitHub Project Alpha,0,1,1,0,0,0,0,180,0,DENY
HR Specialist,Product,Intern,Admin Panel,0,0,4,0,1,0,1,90,1,DENY
Contractor,Product,Intern,Development Server,0,1,2,1,1,0,1,7,0,DENY
QA Engineer,Product,Intern,HR Database,0,1,3,1,1,0,1,14,0,DENY
Contractor,Engineering,Contractor,Production Database,1,0,4,1,0,1,0,7,1,DENY
Contractor,Engineering,Employee,Development Server,1,1,2,1,1,0,0,365,0,ALLOW
System Administrator,IT,Intern,Development Server,0,1,2,0,1,0,1,30,1,DENY
HR Specialist,Product,Contractor,Production Database,0,0,4,1,1,1,0,180,1,DENY
System Administrator,HR,Employee,Admin Panel,0,1,4,1,1,0,0,30,0,DENY
System Administrator,Finance,Employee,HR Database,0,1,3,0,0,0,0,30,0,DENY
System Administrator,Product,Intern,Finance System,0,1,3,0,1,0,1,180,1,DENY
System Administrator,Product,Employee,Finance System,0,1,3,0,1,0,0,14,0,DENY
DevOps Engineer,Finance,Intern,Project Management System,1,1,1,0,0,0,1,14,0,REVIEW
Contractor,Finance,Employee,Finance System,1,1,3,0,1,0,0,90,1,ALLOW
QA Engineer,HR,Contractor,Project Management System,1,1,1,0,1,1,0,90,1,ALLOW
System Administrator,Product,Employee,HR Database,0,1,3,1,0,0,0,60,1,DENY
QA Engineer,HR,Contractor,GitHub Project Alpha,0,1,1,0,1,1,0,14,1,DENY
System Administrator,Engineering,Intern,Finance System,0,1,3,1,1,0,1,90,1,DENY
Finance Analyst,Product,Contractor,GitHub Project Alpha,1,1,1,0,1,1,0,60,0,ALLOW
Contractor,HR,Intern,Finance System,0,1,3,0,0,0,1,365,1,DENY
QA Engineer,Engineering,Contractor,Admin Panel,0,0,4,0,1,1,0,14,1,DENY
Software Developer,HR,Employee,GitHub Project Alpha,0,1,1,1,0,0,0,7,1,DENY
System Administrator,IT,Contractor,Production Database,1,1,4,1,1,1,0,30,0,REVIEW
Software Developer,Engineering,Employee,HR Database,0,1,3,0,1,0,0,14,0,DENY
Software Developer,IT,Employee,Project Management System,1,1,1,0,0,0,0,90,0,ALLOW
QA Engineer,HR,Employee,Development Server,0,1,2,1,0,0,0,14,0,DENY
Finance Analyst,Engineering,Intern,HR Database,0,1,3,0,0,0,1,90,0,DENY
System Administrator,Finance,Employee,Project Management System,1,1,1,0,1,0,0,60,0,ALLOW
QA Engineer,HR,Contractor,Production Database,0,0,4,1,1,1,0,60,0,DENY
HR Specialist,HR,Contractor,Admin Panel,0,0,4,0,0,1,0,60,0,DENY
QA Engineer,IT,Employee,Project Management System,1,1,1,0,0,0,0,180,1,ALLOW
HR Specialist,Finance,Contractor,Development Server,0,1,2,0,0,1,0,90,1,DENY
Software Developer,HR,Intern,GitHub Project Alpha,0,1,1,1,1,0,1,90,0,DENY
System Administrator,IT,Intern,HR Database,0,1,3,0,1,0,1,90,0,DENY
Product Manager,Finance,Intern,GitHub Project Alpha,0,1,1,0,0,0,1,30,0,DENY
DevOps Engineer,Engineering,Contractor,Production Database,1,1,4,0,0,1,0,60,1,REVIEW
QA Engineer,Product,Employee,HR Database,0,1,3,1,1,0,0,60,1,DENY
Product Manager,HR,Employee,HR Database,1,1,3,0,0,0,0,60,0,REVIEW
Product Manager,Product,Employee,Project Management System,1,1,1,1,1,0,0,90,0,ALLOW
Product Manager,Engineering,Intern,Project Management System,1,1,1,1,0,0,1,7,0,REVIEW
Software Developer,Finance,Contractor,Finance System,1,1,3,0,1,1,0,30,0,REVIEW
DevOps Engineer,HR,Intern,Project Management System,1,1,1,0,0,0,1,7,1,REVIEW
QA Engineer,Finance,Intern,Development Server,0,1,2,1,0,0,1,90,0,DENY
System Administrator,HR,Employee,GitHub Project Alpha,0,1,1,0,0,0,0,180,0,DENY
Software Developer,IT,Employee,Production Database,1,0,4,1,0,0,0,14,1,DENY
QA Engineer,HR,Intern,Development Server,0,1,2,0,1,0,1,60,0,DENY
DevOps Engineer,IT,Contractor,Finance System,0,1,3,0,0,1,0,90,0,DENY
DevOps Engineer,IT,Employee,GitHub Project Alpha,0,1,1,0,1,0,0,365,1,DENY
DevOps Engineer,IT,Contractor,HR Database,0,1,3,0,1,1,0,14,1,DENY
System Administrator,Finance,Employee,GitHub Project Alpha,0,1,1,1,1,0,0,180,1,DENY
Software Developer,Engineering,Contractor,GitHub Project Alpha,1,1,1,1,1,1,0,365,0,ALLOW
QA Engineer,HR,Intern,GitHub Project Alpha,0,1,1,0,1,0,1,365,0,DENY
QA Engineer,Engineering,Employee,GitHub Project Alpha,1,1,1,0,0,0,0,7,0,ALLOW
Finance Analyst,Finance,Intern,Finance System,1,1,3,0,1,0,1,365,0,REVIEW
DevOps Engineer,Finance,Contractor,Production Database,0,1,4,0,1,1,0,60,0,DENY
Contractor,HR,Intern,Project Management System,1,1,1,0,0,0,1,60,0,REVIEW
QA Engineer,HR,Contractor,HR Database,1,1,3,1,0,1,0,365,0,REVIEW
QA Engineer,Engineering,Contractor,Admin Panel,0,0,4,0,1,1,0,365,0,DENY
HR Specialist,IT,Contractor,Finance System,0,1,3,1,1,1,0,14,1,DENY
Software Developer,Finance,Intern,Production Database,0,0,4,1,1,0,1,14,0,DENY
Software Developer,HR,Employee,HR Database,1,1,3,0,1,0,0,90,1,ALLOW
HR Specialist,Product,Contractor,Production Database,0,0,4,0,1,1,0,14,0,DENY
DevOps Engineer,HR,Intern,Project Management System,1,1,1,0,1,0,1,30,1,ALLOW
DevOps Engineer,HR,Employee,Finance System,0,1,3,0,1,0,0,365,0,DENY
System Administrator,IT,Contractor,Production Database,1,1,4,0,1,1,0,180,1,REVIEW
HR Specialist,IT,Contractor,Production Database,1,0,4,0,1,1,0,60,0,DENY
DevOps Engineer,Engineering,Employee,Project Management System,1,1,1,1,1,0,0,14,0,ALLOW
QA Engineer,Engineering,Contractor,GitHub Project Alpha,1,1,1,0,1,1,0,60,0,ALLOW
Software Developer,HR,Employee,Admin Panel,0,0,4,0,1,0,0,7,0,DENY
QA Engineer,HR,Contractor,Finance System,0,1,3,0,0,1,0,180,0,DENY
System Administrator,Engineering,Contractor,Admin Panel,0,1,4,1,1,1,0,7,0,DENY
Product Manager,Engineering,Contractor,HR Database,0,1,3,1,1,1,0,90,0,DENY
Software Developer,Finance,Intern,Project Management System,1,1,1,0,1,0,1,60,1,ALLOW
Contractor,IT,Intern,HR Database,0,1,3,0,1,0,1,60,1,DENY
DevOps Engineer,HR,Employee,Project Management System,1,1,1,1,0,0,0,14,0,ALLOW
QA Engineer,Product,Intern,Production Database,0,0,4,0,1,0,1,7,0,DENY
QA Engineer,Engineering,Intern,Finance System,0,1,3,0,1,0,1,180,0,DENY
Software Developer,Product,Intern,Project Management System,1,1,1,0,1,0,1,365,1,ALLOW
Contractor,Finance,Intern,GitHub Project Alpha,0,1,1,0,0,0,1,365,0,DENY
HR Specialist,HR,Employee,Project Management System,1,1,1,1,1,0,0,180,0,ALLOW
Contractor,Engineering,Employee,Development Server,1,1,2,1,0,0,0,30,1,ALLOW
QA Engineer,Finance,Intern,Project Management System,1,1,1,0,1,0,1,7,0,ALLOW
DevOps Engineer,HR,Intern,GitHub Project Alpha,0,1,1,1,1,0,1,90,0,DENY
Contractor,Finance,Contractor,Production Database,0,0,4,0,1,1,0,365,0,DENY
DevOps Engineer,Product,Contractor,Development Server,0,1,2,0,0,1,0,7,1,DENY
System Administrator,HR,Intern,Admin Panel,0,1,4,1,1,0,1,180,0,DENY
Product Manager,Finance,Contractor,Project Management System,1,1,1,0,0,1,0,60,1,ALLOW
Product Manager,Product,Employee,Project Management System,1,1,1,1,0,0,0,7,0,ALLOW
System Administrator,HR,Employee,Project Management System,1,1,1,0,1,0,0,180,0,ALLOW
QA Engineer,Engineering,Intern,GitHub Project Alpha,1,1,1,1,1,0,1,60,0,ALLOW
Product Manager,HR,Contractor,HR Database,1,1,3,1,1,1,0,60,0,ALLOW
Product Manager,Finance,Intern,GitHub Project Alpha,0,1,1,0,0,0,1,180,0,DENY
DevOps Engineer,Product,Intern,Project Management System,1,1,1,0,1,0,1,90,0,ALLOW
QA Engineer,HR,Contractor,Development Server,0,1,2,0,0,1,0,180,0,DENY
QA Engineer,Engineering,Employee,HR Database,0,1,3,1,0,0,0,30,0,DENY
Contractor,Finance,Employee,Project Management System,1,1,1,1,1,0,0,60,1,ALLOW
Contractor,Product,Employee,GitHub Project Alpha,1,1,1,0,0,0,0,180,0,ALLOW
Finance Analyst,Product,Employee,Production Database,0,0,4,0,0,0,0,180,0,DENY
Finance Analyst,Product,Employee,GitHub Project Alpha,1,1,1,0,1,0,0,7,0,ALLOW
DevOps Engineer,IT,Intern,GitHub Project Alpha,0,1,1,0,1,0,1,14,1,DENY
Product Manager,HR,Contractor,GitHub Project Alpha,0,1,1,1,1,1,0,180,0,DENY
Product Manager,HR,Intern,HR Database,1,1,3,0,0,0,1,60,0,REVIEW
System Administrator,Engineering,Intern,HR Database,0,1,3,1,1,0,1,7,1,DENY
System Administrator,Product,Contractor,GitHub Project Alpha,1,1,1,0,0,1,0,60,0,ALLOW
DevOps Engineer,Engineering,Employee,Admin Panel,0,0,4,1,1,0,0,30,1,DENY
DevOps Engineer,Finance,Contractor,Finance System,1,1,3,0,1,1,0,60,1,ALLOW
Contractor,HR,Contractor,Development Server,0,1,2,1,0,1,0,14,0,DENY
HR Specialist,IT,Contractor,HR Database,0,1,3,0,0,1,0,14,0,DENY
DevOps Engineer,HR,Contractor,Development Server,0,1,2,0,0,1,0,60,0,DENY
HR Specialist,Finance,Contractor,HR Database,0,1,3,1,1,1,0,180,0,DENY
System Administrator,Product,Intern,Development Server,0,1,2,0,0,0,1,60,1,DENY
Product Manager,HR,Intern,Production Database,0,0,4,1,0,0,1,180,0,DENY
